Province_Code,FOOD_2021,NFOOD_2021,TOTEX_2021,BREAD_2021,MEAT_2021,FISH_2021,MILK_2021,OIL_2021,FRUIT_2021,VEG_2021,SUGAR_2021,FOOD_NEC_2021,COFFEE_2021,MINERAL_2021,FOOD_OUTSIDE_2021,ALCOHOL_2021,TOBACCO_2021,OTHER_VEG_2021,CLOTH_2021,FURNISHING_2021,HEALTH_2021,HOUSING_WATER_2021,TRANSPORT_2021,COMMUNICATION_2021,RECREATION_2021,EDUCATION_2021,MISCELLANEOUS_2021,DURABLE_2021,OCCASION_2021,OTHER_EXPENDITURE_2021,FOOD_ACCOM_SRVC_2021,WAGES_2021,CASH_ABROAD_2021,CASH_DOMESTIC_2021,NET_RECEIPT_2021,REGFT_2021,EAINC_2021,OTHER_INC_2021,TOINC_2021,W_PROV_N_2021,Region_Code_2021,W_REGN_N,FOOD_2018,NFOOD_2018,TOTEX_2018,BREAD_2018,MEAT_2018,FISH_2018,MILK_2018,OIL_2018,FRUIT_2018,VEG_2018,SUGAR_2018,FOOD_NEC_2018,COFFEE_2018,MINERAL_2018,FOOD_OUTSIDE_2018,ALCOHOL_2018,TOBACCO_2018,OTHER_VEG_2018,CLOTH_2018,FURNISHING_2018,HEALTH_2018,HOUSING_WATER_2018,TRANSPORT_2018,COMMUNICATION_2018,RECREATION_2018,EDUCATION_2018,MISCELLANEOUS_2018,DURABLE_2018,OCCASION_2018,OTHER_EXPENDITURE_2018,FOOD_ACCOM_SRVC_2018,WAGES_2018,CASH_ABROAD_2018,CASH_DOMESTIC_2018,NET_RECEIPT_2018,REGFT_2018,EAINC_2018,OTHER_INC_2018,TOINC_2018,W_PROV_N_2018,Region_Code_2018,WAGES_2021_SHARE,CASH_ABROAD_2021_SHARE,CASH_DOMESTIC_2021_SHARE,NET_RECEIPT_2021_SHARE,REGFT_2021_SHARE,EAINC_2021_SHARE,OTHER_INC_2021_SHARE,WAGES_2018_SHARE,CASH_ABROAD_2018_SHARE,CASH_DOMESTIC_2018_SHARE,NET_RECEIPT_2018_SHARE,REGFT_2018_SHARE,EAINC_2018_SHARE,OTHER_INC_2018_SHARE,BREAD_2021_SHARE,MEAT_2021_SHARE,FISH_2021_SHARE,MILK_2021_SHARE,OIL_2021_SHARE,FRUIT_2021_SHARE,VEG_2021_SHARE,SUGAR_2021_SHARE,FOOD_NEC_2021_SHARE,COFFEE_2021_SHARE,MINERAL_2021_SHARE,FOOD_OUTSIDE_2021_SHARE,BREAD_2018_SHARE,MEAT_2018_SHARE,FISH_2018_SHARE,MILK_2018_SHARE,OIL_2018_SHARE,FRUIT_2018_SHARE,VEG_2018_SHARE,SUGAR_2018_SHARE,FOOD_NEC_2018_SHARE,COFFEE_2018_SHARE,MINERAL_2018_SHARE,FOOD_OUTSIDE_2018_SHARE,ALCOHOL_2021_SHARE,TOBACCO_2021_SHARE,OTHER_VEG_2021_SHARE,CLOTH_2021_SHARE,FURNISHING_2021_SHARE,HEALTH_2021_SHARE,HOUSING_WATER_2021_SHARE,TRANSPORT_2021_SHARE,COMMUNICATION_2021_SHARE,RECREATION_2021_SHARE,EDUCATION_2021_SHARE,MISCELLANEOUS_2021_SHARE,DURABLE_2021_SHARE,OCCASION_2021_SHARE,OTHER_EXPENDITURE_2021_SHARE,FOOD_ACCOM_SRVC_2021_SHARE,ALCOHOL_2018_SHARE,TOBACCO_2018_SHARE,OTHER_VEG_2018_SHARE,CLOTH_2018_SHARE,FURNISHING_2018_SHARE,HEALTH_2018_SHARE,HOUSING_WATER_2018_SHARE,TRANSPORT_2018_SHARE,COMMUNICATION_2018_SHARE,RECREATION_2018_SHARE,EDUCATION_2018_SHARE,MISCELLANEOUS_2018_SHARE,DURABLE_2018_SHARE,OCCASION_2018_SHARE,OTHER_EXPENDITURE_2018_SHARE,FOOD_ACCOM_SRVC_2018_SHARE
1001300000,101676990,120006151,221663505,35570314,15584533,13863306,7887912,1802175,4728174,7432797,2087079,3900553,2166653,3551165,3102329,1177746,2154219,690,4528684,4194507,5334012,43506726,15032448,7239750,1072351,3019085,17041698,6707497,5861400,3052238,83100,207897921,10446841,13002708,6884458,6448390,90258342,36066110,371004770,Bukidnon,1000000000,Region X - Northern Mindanao,89421545,103702784,193124329,35295854,9390157,10279137,6335743,1040221,3008726,5414734,1720087,2026872,2516107,1792100,10601807,853364,1868587,5740,7148206,4579012,6229472,32466942,11984442,2914392,1380015,3754266,12019140,9103693,6644263,2188070,563180,147635669,14975850,18625034,7385680,7533843,81889433,29526647,307572156,Bukidnon,1000000000,0.5603645500299094,0.028158239043665125,0.03504727985033723,0.018556251985655064,0.017380881652815407,0.243280812804644,0.09721198463297386,0.48000336220291673,0.04869052580949493,0.0605550068062728,0.024012836844697998,0.024494554702149306,0.2662446239119252,0.09599908972254302,0.3498364182495961,0.1532749248379599,0.13634654212324734,0.0775781423112545,0.01772451171105675,0.04650190765875347,0.07310205583387155,0.02052656161438296,0.03836219974647165,0.021309177228790898,0.03492594538843056,0.03051161329618432,0.39471308620310686,0.10501000625744053,0.11495145828670261,0.07085253335759296,0.011632778207981085,0.03364654457714861,0.060552901428844695,0.019235711035858305,0.02266648378754807,0.02813759256787612,0.020041031498617027,0.11855987279128313,0.009814046948310175,0.017950904866534716,5.749705279690205e-06,0.03773709899253414,0.03495243339651815,0.04444782167874045,0.3625374669336741,0.12526397917720067,0.06032815767918429,0.008935800299103002,0.025157752122222467,0.14200687096447248,0.0558929433542119,0.04884249641503793,0.025434012961552278,0.0006924645054235595,0.008228940121800395,0.018018677299926684,5.5350490879781976e-05,0.06892974059404229,0.044155150164531747,0.06007044131042808,0.3130768601159251,0.11556528704185993,0.028103314950541733,0.013307405517676363,0.03620217177583198,0.11589987786634542,0.0877863896112953,0.06407024714013464,0.021099433550404972,0.005430712448375542
1001800000,62599044,92163969,154739109,20847065,9456840,7532225,6167531,1260581,2840287,4471923,1295412,3075783,1708328,1818155,2124914,721334,1681592,650,3389220,4134770,6972886,33102480,8932104,5292894,774417,2101129,12419622,5435226,4094673,3105972,5000,89461522,14760860,23100160,6155846,11720122,44142440,33526433,222867383,Camiguin,1000000000,Region X - Northern Mindanao,54596235,80007863,134604097,19506336,7418006,6060004,4444345,934205,1616234,3418630,1177512,1407652,1911802,1239891,5461618,927123,1553479,0,4383160,3187788,4222151,26395368,7474002,1624806,1230052,2579774,9285546,6188186,8084390,2831928,40110,73769818,15625300,13547074,4057496,7511396,33869213,22311942,170692239,Camiguin,1000000000,0.40141146181090126,0.06623158490625791,0.10364980146062917,0.027621116724828237,0.05258787464651119,0.19806595027860133,0.15043221017227093,0.43218027036366896,0.09154077591073136,0.07936549476042669,0.023770828854146088,0.04400549224736574,0.19842268868475033,0.1307144491789108,0.3330252934853126,0.15107003870538344,0.12032492061699857,0.09852436404619853,0.020137384206698108,0.04537268971711453,0.071437560611948,0.020693798454813464,0.04913466410126008,0.027290001425580877,0.029044453138932922,0.03394483148975885,0.3572835379582493,0.1358702848282487,0.11099673814503876,0.08140387336232983,0.01711116160299332,0.029603396644475578,0.0626165888545245,0.02156764106535918,0.025782950051409223,0.03501710328560202,0.022710192378650285,0.1000365318231193,0.007826637761227492,0.018245655197423192,7.052647656699767e-06,0.036773806909292286,0.04486319377152692,0.07565739708974556,0.35916942769684757,0.09691535745384403,0.057429102255785014,0.008402600369782251,0.022797726951190655,0.13475571999291827,0.05897343678851331,0.04442813221292585,0.033700501765500136,5.425113582076744e-05,0.011587898554420833,0.0194165790929824,0.0,0.05478411540625701,0.03984343388849169,0.052771700701467306,0.32990967400291643,0.09341584339029278,0.020308078969688267,0.015374138914321458,0.03224400581727824,0.11605791795738876,0.07734472298054006,0.10104494354511132,0.035395621052895766,0.000501325725947711
1003500000,214677807,251992337,466456626,72008973,26765306,31154654,13679875,4352237,9666435,15358287,3964618,7604469,6503560,8866793,14752600,2311172,5517965,71024,8800831,7537309,11489034,107148000,28659036,15980226,1163089,4860407,33104682,9025953,11283490,4987019,53100,374814671,42702632,44344010,8597609,14614546,145783918,107586685,738444071,Lanao del Norte,1000000000,Region X - Northern Mindanao,226408225,232880069,459288283,81912246,23245152,31997879,14844036,3507885,6549976,12769609,4170587,4147613,7943561,6074737,29244944,1772401,4461339,62642,14127557,8910392,10707526,86054538,28055148,9930906,2772712,10506974,27863532,9142870,13069510,5320952,121070,296565924,65085960,44101006,7648270,10104689,173242093,83644444,680392386,Lanao del Norte,1000000000,0.5075735397163207,0.0578278486848329,0.06005060063648341,0.011642870919604148,0.019790999175074965,0.1974203920448296,0.14569374882285432,0.435874842373677,0.09565944789981821,0.0648170186901533,0.011240969413199754,0.014851267015795207,0.25462085785304484,0.1229355967543117,0.33542811903235065,0.12467663227061007,0.14512284448666835,0.06372281881936682,0.02027334385803559,0.04502763995534946,0.0715411025230009,0.018467758989172085,0.03542270673558725,0.030294514793511,0.04130279288720329,0.06871972564914454,0.36179006305976735,0.1026692029408384,0.14132825342365543,0.06556314815859715,0.015493628820242727,0.028929938388943248,0.05640081759397213,0.018420651458223303,0.01831917987961789,0.03508512555142376,0.026830902455067612,0.12916908826965098,0.009171596356916202,0.02189735237861618,0.000281849840537016,0.03492499456441804,0.029910865900656336,0.04559279118078896,0.42520340608611445,0.11372979171188051,0.06341552362364099,0.004615572893393182,0.01928791588610887,0.13137178056331134,0.03581836300045902,0.044777115583479035,0.0197903597362169,0.0002107206934629921,0.007610788710303929,0.01915723839810439,0.0002689882404663836,0.060664517408743984,0.03826172002722998,0.04597871361846771,0.3695229839527401,0.1204703696648252,0.042643864039734546,0.011906179914434841,0.04511753214913381,0.11964755987769825,0.03925999352052751,0.05612120460166988,0.022848464545929002,0.0005198813299905025
1004200000,148783598,177697911,326436557,43204519,24205393,27858898,11490998,2487229,6157209,8600325,2000563,4300136,3752822,4032227,10693279,1902722,2403154,0,5975461,6056743,11331332,56011776,19108182,9684354,1624636,5061737,21884268,14912261,16308859,5431426,1000,189138970,31047535,27592549,7987395,9738414,65281869,56638742,387425474,Misamis Occidental,1000000000,Region X - Northern Mindanao,110792331,132268391,243060721,36353952,14513166,20754453,8842738,1604744,3101971,6931725,1933528,2284517,3489958,2303017,8678562,1140722,1834711,10057,6854219,5544028,5620886,39985164,14579586,4048506,1774473,8322600,14875032,12976371,10028436,4504355,169245,129512999,33980020,24971566,5469931,4400130,60619397,36982000,295936043,Misamis Occidental,1000000000,0.48819445982016146,0.0801380835375838,0.07122027551549179,0.02061659734847482,0.02513622529632628,0.16850174648040825,0.14619261200155362,0.43763847650014026,0.11482217460074642,0.08438163106749387,0.018483490366869575,0.014868516708524078,0.2048395200039895,0.12496619075223629,0.2903849589657053,0.16268858479951534,0.18724441655188362,0.07723296219788958,0.016717091355728606,0.041383654399862004,0.057804254740499016,0.01344612596342777,0.028901949259218747,0.025223358289802884,0.027101287065258363,0.07187135641120872,0.32812697117095585,0.1309943194533925,0.18732752359908378,0.07981362897762301,0.014484251622073011,0.027998066039426502,0.06256502537165681,0.017451821642781393,0.020619811672705036,0.031499996150455574,0.020786790739153235,0.0783317935606933,0.010707621655721096,0.013523816833164684,0.0,0.03362707510950987,0.03408449185426834,0.06376739003983001,0.3152078473224145,0.10753183249295485,0.0544989749485575,0.009142684856886135,0.02848506755940423,0.12315433466181828,0.08391916886406166,0.09177856345199241,0.030565502821245885,5.627528170547824e-06,0.008624297849060552,0.01387112208842096,7.603479504033582e-05,0.05182053662390132,0.04191498783711673,0.04249606393110203,0.30230324643474343,0.11022728778790392,0.030608265280856105,0.013415699598250954,0.06292206276252352,0.11246097338554606,0.09810636465669262,0.07581884019440442,0.03405465936302196,0.0012795574114150977
1004300000,251731368,387825093,639505491,75956840,41923094,34082044,19167909,3880779,10046293,13942656,3822150,13251801,7168044,10023919,18465839,3356645,6194090,920,9445459,12806255,20553368,158150130,41019540,22974114,2634384,11582679,50723004,14930347,19827715,13538543,87900,483264318,53692626,46006776,7306798,17881441,145337295,143272251,896761505,Misamis Oriental,1000000000,Region X - Northern Mindanao,237805347,364081208,601886554,70463445,30848207,27567543,19936479,3361292,6258317,13034616,3758631,4681198,9217480,7283760,41394379,3384594,6753567,37945,14705746,13050115,16270685,132872862,43561044,13855644,3762401,18248709,38056872,17625992,28024014,13548178,322840,428755288,73975026,30498235,6634815,16041936,152871417,129029195,837805912,Misamis Oriental,1000000000,0.5388994903388499,0.05987391932038831,0.051303245894793396,0.008147983560021346,0.01994001850023658,0.1620690609372221,0.15976628144848837,0.5117596830708447,0.08829613749490944,0.03640250631222569,0.007919274506146,0.019147556456966135,0.18246638608107602,0.15400845607783203,0.3017376841173008,0.1665390147166721,0.13539053265701873,0.07614430077700925,0.015416350496295719,0.03990878482811884,0.05538704258739817,0.015183447459754003,0.05264262894721964,0.028474973369230647,0.03981990436726185,0.07335533567672027,0.29630723568213124,0.12972040952468575,0.11592482401163166,0.08383528483066446,0.014134635921369758,0.026316973436261718,0.05481212329510825,0.01580549406233494,0.019684998924771865,0.03876060869228479,0.030629084214830543,0.17406832740392503,0.00865504852724937,0.015971349228813308,2.3722033891190224e-06,0.02435494549085301,0.033020697296654807,0.05299648829066354,0.4077872547561021,0.1057681432696775,0.059238338144355196,0.006792711579392311,0.029865728672693184,0.13078834999467143,0.03849763016752503,0.05112540513205008,0.03490888868297132,0.0002266485629386544,0.009296261179181762,0.018549617095315725,0.00010422125384730101,0.04039138982421746,0.03584396753594599,0.044689713839885965,0.3649539143475925,0.11964650479845694,0.038056465688281284,0.010333960988176023,0.05012263362958299,0.1045285259545722,0.04841225422433777,0.07697187710935083,0.03721196728176094,0.000886725249494338
102800000,172899583,201629121,374480375,38689223,38296114,25971486,8904166,2441075,7262063,14247775,3097077,5276901,3757106,9778085,15178512,2333188,2472689,70249,6331931,7602942,11911554,72364428,21337128,14007804,1228710,3703702,30354054,16635173,7364880,3853889,56800,246332281,106457108,32701736,8689104,25964677,93773873,68154586,582073365,Ilocos Norte,100000000,Region I - Ilocos Region,152989069,190362986,343352056,34973785,26264282,16394426,8324671,2022886,3586659,9442422,2284820,3551012,3017432,5730045,37396629,2512279,3032901,16769,7731862,7784250,10639782,65780394,21671604,7545846,2619165,5921516,23938062,13732093,12621817,3929546,885100,187973308,110353826,30714223,5312123,15991927,100505439,59546758,510397604,Ilocos Norte,100000000,0.42319799498126837,0.18289293824671055,0.05618146777769156,0.014927850203212786,0.04460722403953323,0.16110318499112222,0.11708933976046129,0.3682879906309278,0.21621148911192772,0.060177051693212885,0.010407813356427903,0.03133229246115348,0.1969159694566278,0.11666739328972242,0.22376701163009746,0.22149338555663262,0.15021138599275857,0.051499060006408456,0.014118455103503633,0.04200162240992796,0.08240491245140828,0.017912576457746576,0.03052003312234709,0.021729988787769373,0.05655354877287356,0.08778801970852643,0.22860316249130191,0.17167423902684184,0.10716076715258657,0.054413501921500025,0.013222421792762201,0.023443890622015615,0.06171958599212078,0.014934531041560884,0.023210887047100077,0.0197231868899078,0.037453950386481534,0.24443987563582076,0.011571681652076438,0.01226355095799877,0.00034840701408404194,0.03140385162915033,0.03770755911791135,0.05907655571240625,0.35889869301171035,0.10582364240927282,0.06947311941115887,0.006093911404791573,0.018368884324005956,0.1505439980567093,0.08250382145940119,0.03652686657300857,0.019113751926736814,0.00028170533957741153,0.013197308220412134,0.015932199130349847,8.808960372159743e-05,0.04061641478979532,0.04089161534795425,0.05589207347272857,0.345552438434644,0.1138435809154622,0.03963925003781985,0.013758793424263685,0.031106446292032842,0.12574956141946628,0.07213636058429972,0.0663039452428005,0.020642384754355557,0.004649538329893606
102900000,130485694,192391786,322801133,32774357,29023535,17840097,8308997,2422409,5790083,11030459,2472218,5940797,3836716,7343458,3702568,3832302,3446848,46050,6443854,6480799,14206320,74358084,14953542,11677932,996172,4075194,23810292,15402934,8781740,3813223,66500,194210910,79474184,28481040,9727717,23619737,92163796,71775098,499452482,Ilocos Sur,100000000,Region I - Ilocos Region,121650270,150985210,272635479,33712683,19355664,12734900,5979281,1649223,3062359,7598162,1845188,3071009,3304503,5046102,24291196,2521196,2489155,21864,5834330,6696087,9151027,54091590,17379498,6357120,1477245,4272650,16703910,10405903,10250774,3039111,293750,170706120,89227645,25719989,4336700,12844699,83786501,53102687,439724341,Ilocos Sur,100000000,0.3888476221447629,0.15912261298963773,0.05702452390656054,0.01947676175528546,0.04729125963178215,0.1845296586192558,0.14370756095271542,0.38821166827332854,0.20291722945580581,0.05849116503650636,0.009862315081620646,0.029210798225973122,0.19054324081640958,0.12076358311035595,0.2511720326980826,0.22242695049773042,0.1367207120805136,0.06367745570637039,0.01856455620337966,0.04437331651085061,0.08453385702190463,0.018946276210172128,0.04552833968143665,0.029403345933079836,0.05627787824771043,0.028375279208769047,0.277127892934393,0.15910909198968487,0.1046845189903812,0.04915139933515972,0.013557084583536065,0.025173466528269933,0.06245906400372149,0.015167972911198636,0.02524457200136095,0.02716395943880766,0.04148040115324035,0.19968057613024615,0.01991925996258489,0.017915775260800376,0.00023935533297663757,0.033493394567271184,0.03368542459499804,0.07384057446194714,0.3864930283458151,0.07772443050141445,0.060698703633844324,0.0051778302011292725,0.021181746293472217,0.12375939999850098,0.0800602474785488,0.045645087987280286,0.019820092527235024,0.00034564885218124646,0.016698297800162017,0.016486084961566765,0.0001448088855855484,0.038641731862345985,0.04434929090074451,0.0606087642624069,0.35825754058957165,0.11510728766082452,0.04210425643677285,0.009784037787542237,0.02829846711475912,0.11063275667861773,0.06892001541078097,0.06789257040474361,0.020128534443870364,0.001945554799705216
103300000,145796440,210126819,355832705,34998218,31139577,20032425,9791319,2359705,6692974,11060861,2705348,6079342,4005602,7404989,9526080,2461253,2879632,104960,5293255,8485507,16070803,74556684,19486086,12819864,2522629,6624506,30823866,11288591,8628524,7885459,195200,209141294,82917652,27932550,7544411,19729314,83283911,85767316,516316448,La Union,100000000,Region I - Ilocos Region,138990252,170211156,309201407,32905895,20146241,13431444,8305892,1857482,4082742,7048965,2613350,3163978,3373234,5277341,36783688,2253197,2742991,47990,9071898,7603752,10182055,53272734,20587854,6513408,2457243,7130103,22806906,9435753,8864291,5189061,2051920,202715514,78337094,30776609,6885155,12857013,84483710,54872372,470927467,La Union,100000000,0.4050641710333427,0.1605946359469842,0.054099671060643804,0.01461199043575695,0.03821167052962063,0.16130400517474897,0.16611385581890276,0.43046016256257147,0.1663464110493262,0.06535318314741663,0.014620414994821272,0.027301471884628892,0.17939856118012332,0.11651979518111226,0.24004850872901973,0.21358256072644846,0.13739995983441022,0.06715746282968225,0.01618492879524356,0.04590629236214547,0.07586509656888742,0.018555651976138787,0.04169746531533966,0.027473935577576516,0.05078991640673805,0.06533822087836987,0.23674966068843448,0.14494715068219316,0.096635870550116,0.05975880956025607,0.01336411707491544,0.029374304609505995,0.050715535072200606,0.018802397739375275,0.022764028084501925,0.024269572516495617,0.037969144771390156,0.2646494086506153,0.011713178792279724,0.01370425733233034,0.0004995078710062231,0.025190763488405543,0.04038278902418448,0.07648144618798042,0.3548175542504167,0.09273488311837053,0.061010127412626944,0.012005269065630313,0.031526227977591,0.14669172715168738,0.0537227520681213,0.04106341132970751,0.037527142120778026,0.0009289628088835248,0.013237657583384252,0.016115224550851414,0.00028194391676653676,0.053297904868233194,0.04467246553451526,0.05982013893378411,0.31298027257390815,0.12095478630084623,0.03826663394495717,0.014436439172059909,0.04188975133921304,0.1339918401118197,0.05543557321236923,0.05207820220667557,0.030486021727036506,0.012055144023579748
105500000,129094454,173185421,302178746,33307081,21491996,16745537,9232799,2144127,5851488,9073197,2670947,7037673,3546897,5282396,12710316,1737472,3436131,6610,4373317,6851117,13231919,68118138,15821412,9438342,1515080,6077710,24219648,7147538,6770674,4042656,397657,201558431,41579130,32529700,4215521,13229552,76168355,61595514,430876203,Pangasinan,100000000,Region I - Ilocos Region,139756398,152781928,292538324,34937817,16958133,13775122,9320664,1985555,4065877,7485639,2461880,3123025,3871124,4611730,37159832,1701615,3507394,4955,5786604,7605913,7289312,53526834,17191254,5207364,2020319,6554352,20768280,7436326,6028337,6236485,1916584,177616428,53759303,27243044,3964819,10019837,66056810,43854374,382514615,Pangasinan,100000000,0.4677873356584513,0.09649901691136097,0.07549662704394004,0.009783601346858323,0.030703835365909034,0.17677549716060786,0.14295408651287247,0.46433893251372893,0.1405418274018105,0.07122092315348526,0.010365143825942441,0.02619465141220813,0.17269094410941657,0.11464757758340816,0.2580055143189962,0.16648272124842792,0.12971538653395598,0.07151971842260552,0.016608978415137803,0.04532718345901986,0.07028339885151069,0.020689866351655973,0.054515688179757125,0.02747520819136041,0.04091884535953806,0.09845749066803443,0.24999082331815678,0.12134065590328108,0.09856523348576857,0.06669221683861658,0.014207256543632443,0.029092600111230688,0.05356204872996226,0.017615508379086875,0.022346204143011757,0.02769908251356049,0.0329983461651609,0.2658900238685316,0.010032438007584946,0.019840763617163824,3.816718498493011e-05,0.025252223742320664,0.03955943266148251,0.07640319216015302,0.3933248977117999,0.09135533411903073,0.05449847882980866,0.008748311441296204,0.035093658374396305,0.13984807647290357,0.0412710143771282,0.03909494206212658,0.023342934853621426,0.0022961343841985406,0.011137541084047584,0.022956864374692274,3.2431846258675306e-05,0.037874924578776094,0.04978280546374569,0.04771056430181978,0.3503479416754055,0.11252151497918,0.03408363847849858,0.013223546962962792,0.04290004770721312,0.13593414006400023,0.048672811616829445,0.03945713396155074,0.040819520224931315,0.012544572680088184
1102300000,123864011,159789516,283614329,35443169,18778379,20201810,8632006,2098428,4625460,8713770,2087439,4240047,2985354,7154714,8903435,1124906,2541289,300,5763067,4313273,6595286,69967506,17235588,7380846,1807798,3394061,19075182,5197103,11384035,3998776,10500,221899755,16113800,15395942,5490546,12455199,75828911,54197440,401381593,Davao del Norte,1100000000,Region XI - Davao,128715711,135808058,264523768,42045132,17476685,18057375,8920077,1717515,3526129,7135056,2177512,2470847,4056285,5270753,15862345,1173294,3121342,2850,6536945,4693180,6156918,47543958,16552794,3975258,1473668,5082990,16645962,12086794,8306253,2191196,264656,185795429,18942450,17238397,5045075,5988844,95749903,41318436,370078534,Davao del Norte,1100000000,0.5528398882008523,0.04014583698161764,0.03835736931763087,0.013679117567307079,0.03103081759905218,0.18891975198274724,0.13502721835079268,0.5020432473935383,0.051184946598388764,0.046580375288667784,0.013632444296269289,0.01618263003603446,0.25872860542622017,0.11164775096088118,0.28614582003161515,0.1516048031094359,0.16309668835122737,0.06968937894317018,0.01694138582352222,0.037343050355441824,0.07034948997412978,0.016852667559748246,0.034231468574031566,0.02410186765225938,0.057762653915672084,0.07188072570974631,0.32665112652798073,0.13577740327286075,0.14028881835567067,0.06930060775564531,0.013343475995715861,0.027394705530547084,0.05543267363841855,0.016917219996555044,0.019196157025462107,0.03151351896739319,0.04094879295659564,0.12323549997715508,0.00703992369561968,0.015903978331094012,1.87746985853565e-06,0.036066615284071575,0.02699346683045213,0.04127483557807385,0.43787294530637416,0.10786432321379583,0.04619105298497806,0.011313620851070103,0.021240824085104557,0.11937693083693926,0.03252468078068401,0.07124394193671629,0.025025271370119177,6.571144504874775e-05,0.008639354816486663,0.022983481583986717,2.0985499991465897e-05,0.04813370499709229,0.03455744871927997,0.04533543952156359,0.35008201059763333,0.12188373977043394,0.0292711497280964,0.010851108702253882,0.03742774968477938,0.12256976681015497,0.08899909311714037,0.06116170956512757,0.0161345065401053,0.001948750345874175
